"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
73,680,1,0.415,0.019,1.349,0.222,0.013,0,0
80,630,0,0.423,0.019,0.131,0.166,0.01,0,1
110,625,0,0.403,0.019,0.165,0.164,0.01,0,1
140,610,0,0.42,0.007,0.37,0.182,0.008,0,0
85,665,0,0.424,0.012,0.15,0.165,0.013,0,1
75,605,1,0.375,0.01,1.426,0.182,0.013,0,0
75,605,1,0.375,0.01,1.426,0.182,0.013,0,0
75,605,1,0.375,0.01,1.426,0.182,0.013,0,0
75,605,1,0.375,0.01,1.426,0.182,0.013,0,0
75,605,1,0.361,0.009,1.423,0.224,0.012,0,0
75,605,1,0.361,0.009,1.423,0.224,0.012,0,0
75,605,1,0.361,0.009,1.423,0.224,0.012,0,0
75,605,1,0.361,0.009,1.423,0.224,0.012,0,0
54,600,1,0.362,0.014,1.478,0.167,0.011,0,0
54,600,1,0.362,0.014,1.478,0.167,0.011,0,0
54,600,1,0.362,0.014,1.478,0.167,0.011,0,0
30,640,1,0.451,0.014,0.102,0.024,0.013,1,0
30,640,1,0.451,0.014,0.102,0.024,0.013,1,0
30,640,1,0.451,0.014,0.102,0.024,0.013,1,0
30,640,1,0.451,0.014,0.102,0.024,0.013,1,0
70,700,1,0.451,0.014,0.102,0.024,0.013,1,0
70,700,1,0.451,0.014,0.102,0.024,0.013,1,0
70,700,1,0.451,0.014,0.102,0.024,0.013,1,0
70,700,1,0.451,0.014,0.102,0.024,0.013,1,0
30,570,1,0.349,0.015,1.332,0.173,0.009,0,0
65,605,1,0.349,0.015,1.332,0.173,0.009,0,0
80,625,1,0.351,0.012,1.353,0.171,0.008,0,0
90,590,1,0.348,0.016,1.253,0.177,0.013,0,0
170,680,1,0.353,0.01,1.367,0.167,0.009,0,0
180,680,1,0.343,0.008,1.336,0.167,0.011,0,0
65,630,0,0.259,0.01,0.233,0.227,0.008,0,1
65,630,0,0.259,0.01,0.233,0.227,0.008,0,1
65,630,0,0.259,0.01,0.233,0.227,0.008,0,1
65,630,0,0.259,0.01,0.233,0.227,0.008,0,1
65,630,0,0.255,0.012,0.236,0.231,0.008,0,1
65,630,0,0.255,0.012,0.236,0.231,0.008,0,1
65,630,0,0.255,0.012,0.236,0.231,0.008,0,1
65,630,0,0.255,0.012,0.236,0.231,0.008,0,1
100,645,0,0.249,0.013,0.17,0.219,0.012,0,1
120,685,0,0.249,0.013,0.17,0.219,0.012,0,1
140,680,0,0.246,0.011,0.155,0.216,0.01,0,1
25,580,1,0.405,0.013,0.17,0.167,0.013,0,1
25,580,1,0.405,0.013,0.17,0.167,0.013,0,1
25,580,1,0.405,0.013,0.17,0.167,0.013,0,1
25,580,1,0.405,0.013,0.17,0.167,0.013,0,1
45,635,1,0.407,0.015,0.179,0.171,0.01,0,1
52,695,0,0.405,0.013,0.17,0.167,0.013,0,1
52,695,0,0.427,0.01,0.137,0.169,0.007,0,1
55,645,0,0.407,0.009,0.191,0.166,0.009,0,1
65,650,0,0.407,0.009,0.191,0.166,0.009,0,1
90,645,0,0.426,0.009,0.211,0.168,0.009,0,1
95,645,0,0.404,0.018,0.141,0.165,0.015,0,1
125,680,0,0.414,0.012,0.127,0.181,0.01,0,1
130,680,0,0.417,0.012,0.152,0.168,0.008,0,1
140,680,0,0.407,0.013,0.213,0.166,0.009,0,1
170,690,0,0.441,0.015,0.146,0.168,0.012,0,1
180,695,0,0.417,0.014,0.167,0.171,0.011,0,1
38,655,1,0.409,0.011,0.176,0.232,0.053,0,1
38,655,1,0.409,0.011,0.176,0.232,0.053,0,1
38,655,1,0.409,0.011,0.176,0.232,0.053,0,1
38,655,1,0.409,0.011,0.176,0.232,0.053,0,1
35,720,1,0.196,0.008,0.136,0.692,0.012,0,0
35,720,1,0.196,0.008,0.136,0.692,0.012,0,0
25,580,1,0.259,0.01,0.233,0.227,0.008,0,1
25,580,1,0.259,0.01,0.233,0.227,0.008,0,1
25,580,1,0.259,0.01,0.233,0.227,0.008,0,1
25,580,1,0.259,0.01,0.233,0.227,0.008,0,1
35,575,1,0.255,0.012,0.236,0.231,0.008,0,1
35,575,1,0.255,0.012,0.236,0.231,0.008,0,1
35,575,1,0.255,0.012,0.236,0.231,0.008,0,1
35,575,1,0.255,0.012,0.236,0.231,0.008,0,1
85,625,0,0.259,0.01,0.233,0.227,0.008,0,1
85,625,0,0.259,0.01,0.233,0.227,0.008,0,1
85,625,0,0.259,0.01,0.233,0.227,0.008,0,1
85,625,0,0.259,0.01,0.233,0.227,0.008,0,1
125,685,0,0.249,0.013,0.17,0.219,0.012,0,1
160,675,0,0.267,0.015,0.185,0.221,0.009,0,1
27,680,1,0.421,0.017,0.147,0.167,0.009,0,1
110,680,0,0.411,0.016,0.186,0.173,0.012,0,1
60,645,0,0.407,0.009,0.191,0.166,0.009,0,1
32,585,1,0.249,0.013,0.17,0.219,0.012,0,1
64,675,0,0.247,0.02,0.161,0.219,0.014,0,1
64,675,0,0.247,0.02,0.161,0.219,0.014,0,1
64,675,0,0.247,0.02,0.161,0.219,0.014,0,1
64,675,0,0.247,0.02,0.161,0.219,0.014,0,1
60,645,1,0.348,0.013,1.329,0.168,0.014,0,0
60,645,1,0.348,0.013,1.329,0.168,0.014,0,0
60,645,1,0.348,0.013,1.329,0.168,0.014,0,0
60,645,1,0.348,0.013,1.329,0.168,0.014,0,0
70,680,1,0.407,0.011,1.343,0.217,0.011,0,0
70,680,1,0.407,0.011,1.343,0.217,0.011,0,0
55,675,1,0.407,0.011,1.352,0.217,0.01,0,0
55,675,1,0.407,0.011,1.352,0.217,0.01,0,0
51,660,1,0.419,0.015,0.209,0.276,0.01,0,1
51,660,1,0.419,0.015,0.209,0.276,0.01,0,1
120,680,0,0.411,0.008,0.179,0.173,0.011,0,1
145,695,0,0.252,0.009,0.201,0.221,0.012,0,1
145,695,0,0.252,0.009,0.201,0.221,0.012,0,1
145,695,0,0.252,0.009,0.201,0.221,0.012,0,1
145,695,0,0.252,0.009,0.201,0.221,0.012,0,1
40,585,1,0.405,0.013,0.17,0.167,0.013,0,1
40,585,1,0.405,0.013,0.17,0.167,0.013,0,1
40,585,1,0.405,0.013,0.17,0.167,0.013,0,1
40,585,1,0.405,0.013,0.17,0.167,0.013,0,1
75,680,1,0.407,0.011,1.343,0.217,0.011,0,0
75,680,1,0.407,0.011,1.343,0.217,0.011,0,0
60,685,1,0.407,0.011,1.343,0.217,0.011,0,0
60,685,1,0.407,0.011,1.343,0.217,0.011,0,0
80,675,1,0.407,0.011,1.352,0.217,0.01,0,0
80,675,1,0.407,0.011,1.352,0.217,0.01,0,0
100,665,1,0.405,0.013,1.301,0.213,0.012,0,0
100,665,1,0.405,0.013,1.301,0.213,0.012,0,0
35,590,1,0.425,0.011,0.094,0.171,0.009,0,1
35,590,1,0.425,0.011,0.094,0.171,0.009,0,1
80,640,0,0.418,0.011,0.201,0.179,0.025,0,1
90,645,0,0.418,0.011,0.201,0.179,0.025,0,1
115,675,0,0.421,0.02,0.164,0.181,0.026,0,1
115,675,0,0.421,0.02,0.164,0.181,0.026,0,1
115,675,0,0.421,0.02,0.164,0.181,0.026,0,1
115,675,0,0.421,0.02,0.164,0.181,0.026,0,1
125,680,0,0.419,0.013,0.378,0.18,0.027,0,0
125,680,0,0.419,0.013,0.378,0.18,0.027,0,0
125,680,0,0.419,0.013,0.378,0.18,0.027,0,0
125,680,0,0.419,0.013,0.378,0.18,0.027,0,0
130,670,0,0.419,0.013,0.378,0.18,0.027,0,0
130,670,0,0.419,0.013,0.378,0.18,0.027,0,0
130,670,0,0.419,0.013,0.378,0.18,0.027,0,0
130,670,0,0.419,0.013,0.378,0.18,0.027,0,0
140,670,0,0.419,0.013,0.378,0.18,0.027,0,0
140,670,0,0.419,0.013,0.378,0.18,0.027,0,0
140,670,0,0.419,0.013,0.378,0.18,0.027,0,0
140,670,0,0.419,0.013,0.378,0.18,0.027,0,0
52,640,0,0.418,0.011,0.201,0.179,0.025,0,1
75,615,0,0.29,0.01,0.196,0.23,0.029,0,0
75,615,0,0.29,0.01,0.196,0.23,0.029,0,0
75,615,0,0.29,0.01,0.196,0.23,0.029,0,0
75,615,0,0.29,0.01,0.196,0.23,0.029,0,0
38,505,1,0.256,0.01,0.183,0.263,0.009,0,1
38,505,1,0.256,0.01,0.183,0.263,0.009,0,1
38,505,1,0.256,0.01,0.183,0.263,0.009,0,1
38,505,1,0.256,0.01,0.183,0.263,0.009,0,1
58,670,0,0.261,0.015,0.211,0.221,0.014,0,1
58,670,0,0.261,0.015,0.211,0.221,0.014,0,1
58,670,0,0.261,0.015,0.211,0.221,0.014,0,1
58,670,0,0.261,0.015,0.211,0.221,0.014,0,1
74,660,0,0.242,0.021,0.152,0.222,0.01,0,1
74,660,0,0.242,0.021,0.152,0.222,0.01,0,1
74,660,0,0.242,0.021,0.152,0.222,0.01,0,1
74,660,0,0.242,0.021,0.152,0.222,0.01,0,1
85,660,0,0.242,0.021,0.152,0.222,0.01,0,1
85,660,0,0.242,0.021,0.152,0.222,0.01,0,1
85,660,0,0.242,0.021,0.152,0.222,0.01,0,1
85,660,0,0.242,0.021,0.152,0.222,0.01,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
53,645,0,0.414,0.016,0.288,0.172,0.013,0,1
53,645,0,0.414,0.016,0.288,0.172,0.013,0,1
53,645,0,0.414,0.016,0.288,0.172,0.013,0,1
53,645,0,0.414,0.016,0.288,0.172,0.013,0,1
80,650,0,0.403,0.015,0.169,0.169,0.011,0,1
80,650,0,0.403,0.015,0.169,0.169,0.011,0,1
80,650,0,0.403,0.015,0.169,0.169,0.011,0,1
80,650,0,0.403,0.015,0.169,0.169,0.011,0,1
85,645,0,0.415,0.009,0.159,0.174,0.009,0,1
85,645,0,0.415,0.009,0.159,0.174,0.009,0,1
85,645,0,0.415,0.009,0.159,0.174,0.009,0,1
85,645,0,0.415,0.009,0.159,0.174,0.009,0,1
30,575,1,0.247,0.02,0.161,0.219,0.014,0,1
30,575,1,0.247,0.02,0.161,0.219,0.014,0,1
30,575,1,0.247,0.02,0.161,0.219,0.014,0,1
30,575,1,0.247,0.02,0.161,0.219,0.014,0,1
32,585,1,0.245,0.016,0.168,0.225,0.011,0,1
32,585,1,0.245,0.016,0.168,0.225,0.011,0,1
40,565,1,0.255,0.012,0.236,0.231,0.008,0,1
40,565,1,0.255,0.012,0.236,0.231,0.008,0,1
40,565,1,0.255,0.012,0.236,0.231,0.008,0,1
40,565,1,0.255,0.012,0.236,0.231,0.008,0,1
80,695,0,0.412,0.025,0.189,0.172,0.017,0,1
80,695,0,0.412,0.025,0.189,0.172,0.017,0,1
80,695,0,0.412,0.025,0.189,0.172,0.017,0,1
80,695,0,0.412,0.025,0.189,0.172,0.017,0,1
170,680,1,0.349,0.01,1.337,0.175,0.01,0,0
42,695,1,0.42,0.025,0.139,0.176,0.025,0,1
42,695,1,0.42,0.025,0.139,0.176,0.025,0,1
42,695,1,0.429,0.022,0.174,0.177,0.027,0,1
42,695,1,0.429,0.022,0.174,0.177,0.027,0,1
47,690,1,0.41,0.012,0.11,0.182,0.033,0,1
47,690,1,0.41,0.012,0.11,0.182,0.033,0,1
47,690,1,0.422,0.02,0.154,0.179,0.025,0,1
47,690,1,0.422,0.02,0.154,0.179,0.025,0,1
47,690,1,0.432,0.015,0.178,0.187,0.027,0,1
47,690,1,0.432,0.015,0.178,0.187,0.027,0,1
52,690,0,0.418,0.011,0.201,0.179,0.025,0,1
52,690,0,0.418,0.011,0.201,0.179,0.025,0,1
57,690,0,0.432,0.015,0.178,0.187,0.027,0,1
57,690,0,0.432,0.015,0.178,0.187,0.027,0,1
62,680,0,0.432,0.015,0.178,0.187,0.027,0,1
62,680,0,0.432,0.015,0.178,0.187,0.027,0,1
62,680,0,0.432,0.015,0.178,0.187,0.027,0,1
62,680,0,0.432,0.015,0.178,0.187,0.027,0,1
25,580,1,0.41,0.015,0.176,0.165,0.011,0,1
25,580,1,0.41,0.015,0.176,0.165,0.011,0,1
25,580,1,0.41,0.015,0.176,0.165,0.011,0,1
25,580,1,0.41,0.015,0.176,0.165,0.011,0,1
29,685,1,0.403,0.015,0.169,0.169,0.011,0,1
35,580,1,0.426,0.017,0.132,0.172,0.012,0,1
35,580,1,0.426,0.017,0.132,0.172,0.012,0,1
35,580,1,0.426,0.017,0.132,0.172,0.012,0,1
35,580,1,0.426,0.017,0.132,0.172,0.012,0,1
120,680,0,0.42,0.007,0.37,0.182,0.008,0,0
120,680,0,0.411,0.01,0.198,0.165,0.013,0,1
120,680,0,0.416,0.014,0.144,0.165,0.008,0,1
90,705,1,0.399,0.019,0.132,0.623,0.009,0,0
90,705,1,0.399,0.019,0.132,0.623,0.009,0,0
95,700,1,0.398,0.011,0.164,0.63,0.009,0,0
95,700,1,0.398,0.011,0.164,0.63,0.009,0,0
110,705,1,0.398,0.011,0.164,0.63,0.009,0,0
110,705,1,0.398,0.011,0.164,0.63,0.009,0,0
35,655,1,0.409,0.011,0.176,0.232,0.053,0,1
35,655,1,0.409,0.011,0.176,0.232,0.053,0,1
35,655,1,0.409,0.011,0.176,0.232,0.053,0,1
38,655,1,0.409,0.011,0.176,0.232,0.053,0,1
38,655,1,0.409,0.011,0.176,0.232,0.053,0,1
38,655,1,0.409,0.011,0.176,0.232,0.053,0,1
85,665,0,0.407,0.019,0.192,0.167,0.009,0,1
55,645,0,0.407,0.009,0.191,0.166,0.009,0,1
55,605,1,0.346,0.014,1.339,0.167,0.012,0,0
42,570,1,0.242,0.021,0.152,0.222,0.01,0,1
42,570,1,0.247,0.02,0.161,0.219,0.014,0,1
80,615,1,0.333,0.01,1.515,0.232,0.015,0,0
80,615,1,0.333,0.01,1.515,0.232,0.015,0,0
80,615,1,0.333,0.01,1.515,0.232,0.015,0,0
80,615,1,0.333,0.01,1.515,0.232,0.015,0,0
80,680,0,0.419,0.015,0.209,0.276,0.01,0,1
80,680,0,0.419,0.015,0.209,0.276,0.01,0,1
120,680,0,0.415,0.009,0.141,0.176,0.026,0,1
140,685,0,0.415,0.009,0.141,0.176,0.026,0,1
140,685,0,0.415,0.009,0.141,0.176,0.026,0,1
140,685,0,0.415,0.009,0.141,0.176,0.026,0,1
140,685,0,0.415,0.009,0.141,0.176,0.026,0,1
25,630,1,0.367,0.017,0.169,0.279,0.012,0,0
25,630,1,0.367,0.017,0.169,0.279,0.012,0,0
22,620,1,0.37,0.011,0.073,0.286,0.004,0,0
22,620,1,0.37,0.011,0.073,0.286,0.004,0,0
145,680,0,0.42,0.007,0.37,0.182,0.008,0,0
145,680,0,0.405,0.012,0.164,0.168,0.008,0,1
27,690,1,0.404,0.013,1.322,0.218,0.013,0,0
27,690,1,0.404,0.013,1.322,0.218,0.013,0,0
53,680,1,0.404,0.013,1.322,0.218,0.013,0,0
53,680,1,0.404,0.013,1.322,0.218,0.013,0,0
47,690,1,0.412,0.017,0.201,0.168,0.012,0,1
47,690,1,0.409,0.012,0.236,0.172,0.008,0,1
54,610,1,0.333,0.01,1.515,0.232,0.015,0,0
54,610,1,0.333,0.01,1.515,0.232,0.015,0,0
54,610,1,0.333,0.01,1.515,0.232,0.015,0,0
54,610,1,0.333,0.01,1.515,0.232,0.015,0,0
100,640,0,0.404,0.018,0.141,0.165,0.015,0,1
100,640,0,0.404,0.018,0.141,0.165,0.015,0,1
55,645,0,0.426,0.009,0.211,0.168,0.009,0,1
70,645,0,0.426,0.009,0.211,0.168,0.009,0,1
75,635,0,0.421,0.017,0.147,0.167,0.009,0,1
105,680,0,0.407,0.023,0.178,0.176,0.012,0,1
60,595,1,0.358,0.012,1.431,0.162,0.01,0,0
60,595,1,0.358,0.012,1.431,0.162,0.01,0,0
60,595,1,0.358,0.012,1.431,0.162,0.01,0,0
60,595,1,0.358,0.012,1.431,0.162,0.01,0,0
40,585,1,0.426,0.009,0.211,0.168,0.009,0,1
40,585,1,0.426,0.009,0.211,0.168,0.009,0,1
40,585,1,0.426,0.009,0.211,0.168,0.009,0,1
40,585,1,0.426,0.009,0.211,0.168,0.009,0,1
85,645,0,0.415,0.009,0.159,0.174,0.009,0,1
85,645,0,0.417,0.014,0.167,0.171,0.011,0,1
22,600,1,0.41,0.011,0.176,0.177,0.011,0,1
22,600,1,0.41,0.011,0.176,0.177,0.011,0,1
22,600,1,0.41,0.011,0.176,0.177,0.011,0,1
22,600,1,0.41,0.011,0.176,0.177,0.011,0,1
32,610,1,0.417,0.014,0.167,0.171,0.011,0,1
32,610,1,0.417,0.014,0.167,0.171,0.011,0,1
32,610,1,0.417,0.014,0.167,0.171,0.011,0,1
32,610,1,0.417,0.014,0.167,0.171,0.011,0,1
57,685,1,0.407,0.016,1.336,0.216,0.01,0,0
57,685,1,0.407,0.016,1.336,0.216,0.01,0,0
51,680,1,0.407,0.016,1.336,0.216,0.01,0,0
51,680,1,0.407,0.016,1.336,0.216,0.01,0,0
28,570,1,0.33,0.007,1.534,0.231,0.017,0,0
28,570,1,0.33,0.007,1.534,0.231,0.017,0,0
28,570,1,0.33,0.007,1.534,0.231,0.017,0,0
28,570,1,0.33,0.007,1.534,0.231,0.017,0,0
25,560,1,0.329,0.01,1.522,0.231,0.017,0,0
25,560,1,0.329,0.01,1.522,0.231,0.017,0,0
25,560,1,0.329,0.01,1.522,0.231,0.017,0,0
25,560,1,0.329,0.01,1.522,0.231,0.017,0,0
68,680,1,0.407,0.011,1.352,0.217,0.01,0,0
68,680,1,0.407,0.011,1.352,0.217,0.01,0,0
44,560,1,0.252,0.013,0.102,0.229,0.017,0,1
44,560,1,0.252,0.013,0.102,0.229,0.017,0,1
44,560,1,0.252,0.013,0.102,0.229,0.017,0,1
44,560,1,0.252,0.013,0.102,0.229,0.017,0,1
38,510,1,0.265,0.009,0.15,0.223,0.011,0,1
38,510,1,0.265,0.009,0.15,0.223,0.011,0,1
38,510,1,0.265,0.009,0.15,0.223,0.011,0,1
38,510,1,0.265,0.009,0.15,0.223,0.011,0,1
38,510,1,0.252,0.013,0.102,0.229,0.017,0,1
38,510,1,0.252,0.013,0.102,0.229,0.017,0,1
38,510,1,0.252,0.013,0.102,0.229,0.017,0,1
38,510,1,0.252,0.013,0.102,0.229,0.017,0,1
55,595,1,0.357,0.016,1.432,0.162,0.01,0,0
55,595,1,0.357,0.016,1.432,0.162,0.01,0,0
55,595,1,0.357,0.016,1.432,0.162,0.01,0,0
55,595,1,0.357,0.016,1.432,0.162,0.01,0,0
60,595,1,0.357,0.016,1.432,0.162,0.01,0,0
60,595,1,0.357,0.016,1.432,0.162,0.01,0,0
60,595,1,0.357,0.016,1.432,0.162,0.01,0,0
60,595,1,0.357,0.016,1.432,0.162,0.01,0,0
70,595,1,0.361,0.014,1.417,0.165,0.01,0,0
70,595,1,0.361,0.014,1.417,0.165,0.01,0,0
70,595,1,0.361,0.014,1.417,0.165,0.01,0,0
70,595,1,0.361,0.014,1.417,0.165,0.01,0,0
30,565,1,0.33,0.008,1.558,0.23,0.015,0,0
30,565,1,0.33,0.008,1.558,0.23,0.015,0,0
30,565,1,0.33,0.008,1.558,0.23,0.015,0,0
30,565,1,0.33,0.008,1.558,0.23,0.015,0,0
30,565,1,0.331,0.009,1.504,0.229,0.016,0,0
30,565,1,0.331,0.009,1.504,0.229,0.016,0,0
30,565,1,0.331,0.009,1.504,0.229,0.016,0,0
30,565,1,0.331,0.009,1.504,0.229,0.016,0,0
30,565,1,0.328,0.01,1.529,0.229,0.015,0,0
30,565,1,0.328,0.01,1.529,0.229,0.015,0,0
30,565,1,0.328,0.01,1.529,0.229,0.015,0,0
30,565,1,0.328,0.01,1.529,0.229,0.015,0,0
47,660,1,0.409,0.013,0.194,0.216,0.011,0,1
47,660,1,0.409,0.013,0.194,0.216,0.011,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
47,660,1,0.429,0.01,0.11,0.214,0.015,0,1
90,680,1,0.407,0.016,1.336,0.216,0.01,0,0
90,680,1,0.407,0.016,1.336,0.216,0.01,0,0
55,640,0,0.243,0.014,0.196,0.221,0.01,0,1
55,640,0,0.243,0.014,0.196,0.221,0.01,0,1
55,640,0,0.243,0.014,0.196,0.221,0.01,0,1
55,640,0,0.243,0.014,0.196,0.221,0.01,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
60,640,0,0.247,0.02,0.161,0.219,0.014,0,1
60,640,0,0.247,0.02,0.161,0.219,0.014,0,1
60,640,0,0.247,0.02,0.161,0.219,0.014,0,1
60,640,0,0.247,0.02,0.161,0.219,0.014,0,1
65,630,0,0.247,0.02,0.161,0.219,0.014,0,1
65,630,0,0.247,0.02,0.161,0.219,0.014,0,1
65,630,0,0.247,0.02,0.161,0.219,0.014,0,1
65,630,0,0.247,0.02,0.161,0.219,0.014,0,1
35,580,1,0.409,0.014,0.147,0.166,0.012,0,1
35,580,1,0.409,0.014,0.147,0.166,0.012,0,1
35,580,1,0.409,0.014,0.147,0.166,0.012,0,1
35,580,1,0.409,0.014,0.147,0.166,0.012,0,1
55,645,0,0.409,0.017,0.199,0.167,0.01,0,1
65,650,0,0.421,0.017,0.147,0.167,0.009,0,1
75,635,0,0.421,0.017,0.147,0.167,0.009,0,1
27,685,1,0.426,0.009,0.211,0.168,0.009,0,1
90,600,1,0.358,0.014,1.448,0.165,0.009,0,0
90,600,1,0.358,0.014,1.448,0.165,0.009,0,0
90,600,1,0.358,0.014,1.448,0.165,0.009,0,0
90,600,1,0.358,0.014,1.448,0.165,0.009,0,0
90,600,1,0.358,0.014,1.448,0.165,0.009,0,0
90,600,1,0.358,0.014,1.448,0.165,0.009,0,0
60,605,1,0.36,0.011,1.318,0.163,0.011,0,0
150,605,1,0.356,0.024,1.313,0.169,0.009,0,0
150,605,1,0.356,0.024,1.313,0.169,0.009,0,0
25,570,1,0.347,0.008,1.33,0.171,0.01,0,0
45,595,1,0.353,0.008,1.309,0.173,0.014,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.356,0.024,1.313,0.169,0.009,0,0
50,595,1,0.348,0.012,1.332,0.168,0.011,0,0
75,590,1,0.343,0.018,1.332,0.171,0.011,0,0
100,590,1,0.355,0.009,1.323,0.168,0.009,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
100,590,1,0.353,0.021,1.344,0.167,0.011,0,0
105,610,1,0.358,0.021,1.331,0.17,0.011,0,0
110,610,1,0.361,0.013,1.304,0.169,0.012,0,0
110,610,1,0.347,0.023,1.341,0.165,0.011,0,0
125,605,1,0.356,0.024,1.313,0.169,0.009,0,0
140,610,1,0.356,0.024,1.313,0.169,0.009,0,0
160,605,1,0.355,0.01,1.348,0.168,0.009,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
40,565,1,0.359,0.017,1.349,0.169,0.011,0,0
65,605,1,0.344,0.015,1.343,0.169,0.01,0,0
70,605,1,0.347,0.013,1.32,0.164,0.009,0,0
130,610,1,0.348,0.016,1.253,0.177,0.013,0,0
130,610,1,0.348,0.016,1.253,0.177,0.013,0,0
136,610,1,0.348,0.016,1.253,0.177,0.013,0,0
50,620,1,0.375,0.011,0.122,0.283,0.012,0,0
50,620,1,0.375,0.011,0.122,0.283,0.012,0,0
60,620,1,0.37,0.016,0.21,0.275,0.012,0,0
60,620,1,0.37,0.016,0.21,0.275,0.012,0,0
68,635,0,0.37,0.016,0.21,0.275,0.012,0,0
68,635,0,0.37,0.016,0.21,0.275,0.012,0,0
73,640,0,0.363,0.017,0.182,0.282,0.013,0,0
73,640,0,0.363,0.017,0.182,0.282,0.013,0,0
46,620,1,0.37,0.016,0.21,0.275,0.012,0,0
46,620,1,0.37,0.016,0.21,0.275,0.012,0,0
60,670,1,0.404,0.01,0.168,0.254,0.009,0,1
60,670,1,0.404,0.01,0.168,0.254,0.009,0,1
77,680,0,0.419,0.015,0.209,0.276,0.01,0,1
77,680,0,0.419,0.015,0.209,0.276,0.01,0,1
80,680,0,0.419,0.015,0.209,0.276,0.01,0,1
80,680,0,0.419,0.015,0.209,0.276,0.01,0,1
25,580,1,0.242,0.021,0.152,0.222,0.01,0,1
25,580,1,0.242,0.021,0.152,0.222,0.01,0,1
25,580,1,0.242,0.021,0.152,0.222,0.01,0,1
25,580,1,0.242,0.021,0.152,0.222,0.01,0,1
100,640,0,0.405,0.024,0.2,0.17,0.01,0,1
120,680,0,0.416,0.014,0.144,0.165,0.008,0,1
120,680,0,0.413,0.014,0.193,0.178,0.013,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
74,640,0,0.415,0.009,0.159,0.174,0.009,0,1
136,655,1,0.405,0.013,1.371,0.217,0.011,0,0
136,655,1,0.405,0.013,1.371,0.217,0.011,0,0
115,660,1,0.412,0.011,1.313,0.217,0.01,0,0
115,660,1,0.412,0.011,1.313,0.217,0.01,0,0
52,680,1,0.4,0.014,1.344,0.218,0.01,0,0
52,680,1,0.4,0.014,1.344,0.218,0.01,0,0
83,675,1,0.4,0.014,1.344,0.218,0.01,0,0
83,675,1,0.4,0.014,1.344,0.218,0.01,0,0
37,575,1,0.261,0.015,0.211,0.221,0.014,0,1
37,575,1,0.259,0.01,0.233,0.227,0.008,0,1
65,650,0,0.407,0.015,0.179,0.171,0.01,0,1
52,645,0,0.419,0.015,0.144,0.164,0.008,0,1
52,645,0,0.419,0.015,0.144,0.164,0.008,0,1
32,590,1,0.426,0.017,0.132,0.172,0.012,0,1
32,590,1,0.426,0.017,0.132,0.172,0.012,0,1
62,645,0,0.424,0.012,0.15,0.165,0.013,0,1
